uninumbr,namefull,namebr,addresbr,citybr,stalpbr,zipbr,cntynamb,asset,depdom,depsumbr,bkclass,bkmo,brnum,brsertyp,cert,charter,clcode,regagnt,specdesc
446019,Fifth Third Bank,Sandy Plains Financial Branch,4701 Sandy Plains Road,Roswell,GA,30075,Cobb,138697934,104809057,60559,SM,0,1425,11,06672,State,13,FED,Commercial Lending
494392,Fifth Third Bank,Mansell Village Bank Mart Branch,570 East Crossville Road,Roswell,GA,30076,Fulton,138697934,104809057,5169,SM,0,1502,12,06672,State,13,FED,Commercial Lending
527669,Fifth Third Bank,Cascade-West End Bank Mart Branch,590 Cascade Avenue Southwest,Atlanta,GA,30310,Fulton,138697934,104809057,35017,SM,0,1524,12,06672,State,13,FED,Commercial Lending
538226,Fifth Third Bank,Singleton Square Branch,6050 Singleton Road,Norcross,GA,30093,Gwinnett,138697934,104809057,5481,SM,0,1536,11,06672,State,13,FED,Commercial Lending
521831,Fifth Third Bank,Madison Place Banking Center Branch,745 Chastain Road,Kennesaw,GA,30144,Cobb,138697934,104809057,39096,SM,0,1512,11,06672,State,13,FED,Commercial Lending
446018,Fifth Third Bank,Lawrenceville Suwanne Financial Branch,870 Lawrenceville Suwanne Road,Lawrenceville,GA,30043,Gwinnett,138697934,104809057,19981,SM,0,1424,11,06672,State,13,FED,Commercial Lending
570388,"BNY Mellon, National Association",Atlanta Office Branch,"3290 Northside Parkway, Nw, Suite 950",Atlanta,GA,30327,Fulton,23272288,18930200,0,N,0,674,30,07946,Fed,3,OCC,All Other > $1 Billion
040223,Citizens Trust Bank,Panola Road Branch,2727 Panola Road,Lithonia,GA,30058,DeKalb,406980,350965,24827,SM,0,11,11,08033,State,13,FED,Commercial Lending
217762,Citizens Trust Bank,East Point Branch,2840 East Point Street,East Point,GA,30344,Fulton,406980,350965,26208,SM,0,10,11,08033,State,13,FED,Commercial Lending
453287,Citizens Trust Bank,Lithonia Branch,3065 Stone Mountain Street,Lithonia,GA,30058,DeKalb,406980,350965,17507,SM,0,24,11,08033,State,13,FED,Commercial Lending
356711,Citizens Trust Bank,Cascade Branch,3705 Cascade Road,Atlanta,GA,30331,Fulton,406980,350965,25785,SM,0,17,11,08033,State,13,FED,Commercial Lending
262148,Citizens Trust Bank,Rockbridge Plaza Branch,5771 Rockbridge Road,Stone Mountain,GA,30087,DeKalb,406980,350965,16169,SM,0,13,11,08033,State,13,FED,Commercial Lending
005114,Citizens Trust Bank,Citizens Trust Bank,"75 Piedmont Avenue, Northeast",Atlanta,GA,30303,Fulton,406980,350965,123816,SM,1,0,11,08033,State,13,FED,Commercial Lending
217754,Citizens Trust Bank,West Side Branch,"965 Martin Luther King. Jr., Dr.",Atlanta,GA,30314,Fulton,406980,350965,25743,SM,0,1,11,08033,State,13,FED,Commercial Lending
220660,Branch Banking and Trust Company,Johnson Ferry Branch,1020 Johnson Ferry Road,Marietta,GA,30068,Cobb,215274000,163093000,22379,NM,0,2228,11,09846,State,21,FDIC,Commercial Lending
455384,Branch Banking and Trust Company,State Bridge Branch,11145 State Bridge Road,Johns Creek,GA,30022,Fulton,215274000,163093000,17551,NM,0,1429,11,09846,State,21,FDIC,Commercial Lending
261497,Branch Banking and Trust Company,Alpharetta Main Branch,11790 Haynes Bridge Road,Alpharetta,GA,30009,Fulton,215274000,163093000,61112,NM,0,2189,11,09846,State,21,FDIC,Commercial Lending
017502,Branch Banking and Trust Company,Mcdonough Branch,12 North Zack Hinton Parkway,Mcdonough,GA,30253,Henry,215274000,163093000,49696,NM,0,762,11,09846,State,21,FDIC,Commercial Lending
038823,Branch Banking and Trust Company,Decatur Branch,1221 Clairmont Road,Decatur,GA,30030,DeKalb,215274000,163093000,34915,NM,0,739,11,09846,State,21,FDIC,Commercial Lending
446163,Branch Banking and Trust Company,Dunwoody Branch,1545 Mount Vernon Road,Dunwoody,GA,30338,DeKalb,215274000,163093000,154844,NM,0,1396,11,09846,State,21,FDIC,Commercial Lending
258885,Branch Banking and Trust Company,Marietta Square Branch,155 N. Marietta Pkwy Ne,Marietta,GA,30060,Cobb,215274000,163093000,41486,NM,0,763,11,09846,State,21,FDIC,Commercial Lending
466604,Branch Banking and Trust Company,Towne Center Branch,1835 Jonesboro Road,Mcdonough,GA,30253,Henry,215274000,163093000,66766,NM,0,2018,11,09846,State,21,FDIC,Commercial Lending
283798,Branch Banking and Trust Company,Lithia Springs Branch,1855 Thornton Road,Lithia Springs,GA,30122,Douglas,215274000,163093000,23448,NM,0,1043,11,09846,State,21,FDIC,Commercial Lending
463189,Branch Banking and Trust Company,Mount Zion Branch,1860 Mt. Zion Road,Morrow,GA,30260,Clayton,215274000,163093000,13827,NM,0,1999,11,09846,State,21,FDIC,Commercial Lending
483142,Branch Banking and Trust Company,Thomas Crossroads Branch,190 Glenda Trace,Newnan,GA,30265,Coweta,215274000,163093000,36241,NM,0,2095,11,09846,State,21,FDIC,Commercial Lending
455383,Branch Banking and Trust Company,Sandy Plains Branch,1901 Sandy Plains Road,Marietta,GA,30066,Cobb,215274000,163093000,52578,NM,0,1428,11,09846,State,21,FDIC,Commercial Lending
437769,Branch Banking and Trust Company,North Dekalb Branch,2175 Lawrenceville Hwy,Decatur,GA,30033,DeKalb,215274000,163093000,44103,NM,0,2098,11,09846,State,21,FDIC,Commercial Lending
257809,Branch Banking and Trust Company,Jonesboro Branch,223 North Main Street,Jonesboro,GA,30236,Clayton,215274000,163093000,27166,NM,0,738,11,09846,State,21,FDIC,Commercial Lending
288381,Branch Banking and Trust Company,Snellville Branch,2230 Scenic Highway North,Snellville,GA,30078,Gwinnett,215274000,163093000,104074,NM,0,755,11,09846,State,21,FDIC,Commercial Lending
446159,Branch Banking and Trust Company,South Buckhead Branch,2255 Peachtree Rd Ste 1,Atlanta,GA,30309,Fulton,215274000,163093000,55298,NM,0,1395,11,09846,State,21,FDIC,Commercial Lending
470801,Branch Banking and Trust Company,Peachtree Center Branch,230 Peachtree St Nw,Atlanta,GA,30303,Fulton,215274000,163093000,87871,NM,0,2055,11,09846,State,21,FDIC,Commercial Lending
573493,Branch Banking and Trust Company,Gresham Road Branch,2434 Gresham Road,Atlanta,GA,30316,DeKalb,215274000,163093000,2998,NM,0,3056,11,09846,State,21,FDIC,Commercial Lending
432016,Branch Banking and Trust Company,West Cobb Branch,2480 Dallas Hwy Sw,Marietta,GA,30064,Cobb,215274000,163093000,68014,NM,0,1371,11,09846,State,21,FDIC,Commercial Lending
289849,Branch Banking and Trust Company,Jefferson Street Branch,26 Jefferson Street,Newnan,GA,30263,Coweta,215274000,163093000,90572,NM,0,975,11,09846,State,21,FDIC,Commercial Lending
490688,Branch Banking and Trust Company,Atlantic Station Branch,271 17th St Nw Ste 175,Atlanta,GA,30363,Fulton,215274000,163093000,2323337,NM,0,2112,11,09846,State,21,FDIC,Commercial Lending
036354,Branch Banking and Trust Company,Kennesaw Branch,2760 Cobb Parkway Nw,Kennesaw,GA,30152,Cobb,215274000,163093000,47115,NM,0,741,11,09846,State,21,FDIC,Commercial Lending
257850,Branch Banking and Trust Company,Suwanee Branch,2885 Lawrenceville Suwanee Rd,Suwanee,GA,30024,Gwinnett,215274000,163093000,48165,NM,0,746,11,09846,State,21,FDIC,Commercial Lending
422395,Branch Banking and Trust Company,Newnan Main Branch,295 Bullsboro Drive,Newnan,GA,30263,Coweta,215274000,163093000,162055,NM,0,1214,11,09846,State,21,FDIC,Commercial Lending
445174,Branch Banking and Trust Company,Galleria Branch,3175 Cobb Galleria Pkwy,Atlanta,GA,30339,Cobb,215274000,163093000,117539,NM,0,1455,11,09846,State,21,FDIC,Commercial Lending
017368,Branch Banking and Trust Company,Duluth Branch,3209 Buford Highway,Duluth,GA,30096,Gwinnett,215274000,163093000,71415,NM,0,745,11,09846,State,21,FDIC,Commercial Lending
466602,Branch Banking and Trust Company,Sugarloaf Station Branch,3305 Sugarloaf Parkway,Lawrenceville,GA,30044,Gwinnett,215274000,163093000,15093,NM,0,2016,11,09846,State,21,FDIC,Commercial Lending
047180,Branch Banking and Trust Company,Tucker Main Branch,3333 Lawrenceville Highway,Tucker,GA,30084,DeKalb,215274000,163093000,55995,NM,0,1445,11,09846,State,21,FDIC,Commercial Lending
013838,Branch Banking and Trust Company,Clairmont Branch,3361 Clairmont Road Ne,Atlanta,GA,30329,DeKalb,215274000,163093000,16016,NM,0,2188,11,09846,State,21,FDIC,Commercial Lending
288004,Branch Banking and Trust Company,Buckhead Branch,3379 Peachtree Road Ne,Atlanta,GA,30326,Fulton,215274000,163093000,23291,NM,0,2191,11,09846,State,21,FDIC,Commercial Lending
527114,Branch Banking and Trust Company,Mall Of Georgia Branch,3400 Buford Dr,Buford,GA,30519,Gwinnett,215274000,163093000,60214,NM,0,2504,11,09846,State,21,FDIC,Commercial Lending
440529,Branch Banking and Trust Company,Hamilton Mill Branch,3485 Braselton Highway,Dacula,GA,30019,Gwinnett,215274000,163093000,72700,NM,0,1385,11,09846,State,21,FDIC,Commercial Lending
454791,Branch Banking and Trust Company,Suwanee-Town Center Branch,350 Town Center Avenue,Suwanee,GA,30024,Gwinnett,215274000,163093000,36499,NM,0,1425,11,09846,State,21,FDIC,Commercial Lending
460079,Branch Banking and Trust Company,Tramore Branch,3620 Tramore Pointe Pkwy,Austell,GA,30106,Cobb,215274000,163093000,23613,NM,0,1991,11,09846,State,21,FDIC,Commercial Lending
032746,Branch Banking and Trust Company,3630 Peachtree Road Branch,3630 Peachtree Road Ne,Atlanta,GA,30326,Fulton,215274000,163093000,234979,NM,0,740,11,09846,State,21,FDIC,Commercial Lending
470167,Branch Banking and Trust Company,Tuxedo Branch,3754 Roswell Road,Atlanta,GA,30342,Fulton,215274000,163093000,84314,NM,0,2050,11,09846,State,21,FDIC,Commercial Lending
463193,Branch Banking and Trust Company,Camp Creek Branch,3790 Princeton Lakes Pkwy Sw,Atlanta,GA,30331,Fulton,215274000,163093000,19858,NM,0,2003,11,09846,State,21,FDIC,Commercial Lending
463192,Branch Banking and Trust Company,Northlake Branch,3824 Lavista Road,Tucker,GA,30084,DeKalb,215274000,163093000,21528,NM,0,2002,11,09846,State,21,FDIC,Commercial Lending
046232,Branch Banking and Trust Company,Lawrenceville Branch,390 West Crogan Street Ste 100,Lawrenceville,GA,30046,Gwinnett,215274000,163093000,73753,NM,0,2187,11,09846,State,21,FDIC,Commercial Lending
433847,Branch Banking and Trust Company,East Cobb Branch,4370 Roswell Road,Marietta,GA,30062,Cobb,215274000,163093000,82257,NM,0,1377,11,09846,State,21,FDIC,Commercial Lending
257851,Branch Banking and Trust Company,Buford Branch,4394 Buford Dr,Buford,GA,30518,Gwinnett,215274000,163093000,58399,NM,0,747,11,09846,State,21,FDIC,Commercial Lending
449813,Branch Banking and Trust Company,Smyrna Branch,"4575 South Cobb Drive, Se",Smyrna,GA,30080,Cobb,215274000,163093000,61572,NM,0,1404,11,09846,State,21,FDIC,Commercial Lending
261412,Branch Banking and Trust Company,Lilburn Branch,4700 Lawrenceville Highway Nw,Lilburn,GA,30047,Gwinnett,215274000,163093000,83554,NM,0,754,11,09846,State,21,FDIC,Commercial Lending
288380,Branch Banking and Trust Company,Acworth Branch,4900 Ross Road Nw,Acworth,GA,30101,Cobb,215274000,163093000,59654,NM,0,743,11,09846,State,21,FDIC,Commercial Lending
433016,Branch Banking and Trust Company,Forum Branch,5125 Peachtree Parkway,Norcross,GA,30092,Gwinnett,215274000,163093000,133967,NM,0,1374,11,09846,State,21,FDIC,Commercial Lending
429521,Branch Banking and Trust Company,Roswell Main Branch,525 East Crossville Road,Roswell,GA,30075,Fulton,215274000,163093000,184936,NM,0,1453,11,09846,State,21,FDIC,Commercial Lending
450286,Branch Banking and Trust Company,Windward Branch,5520 Windward Parkway,Alpharetta,GA,30004,Fulton,215274000,163093000,50408,NM,0,1405,11,09846,State,21,FDIC,Commercial Lending
422963,Branch Banking and Trust Company,Northpoint Branch,5960 North Point Parkway,Alpharetta,GA,30022,Fulton,215274000,163093000,31982,NM,0,1217,11,09846,State,21,FDIC,Commercial Lending
362054,Branch Banking and Trust Company,Barrett Parkway Branch,63 Barrett Parkway,Marietta,GA,30066,Cobb,215274000,163093000,52624,NM,0,961,11,09846,State,21,FDIC,Commercial Lending
457241,Branch Banking and Trust Company,Sandy Springs Branch,6343 Roswell Road Ne,Atlanta,GA,30328,Fulton,215274000,163093000,172197,NM,0,1483,11,09846,State,21,FDIC,Commercial Lending
017331,Branch Banking and Trust Company,Riverdale Branch,6375 Highway 85,Riverdale,GA,30274,Clayton,215274000,163093000,50617,NM,0,737,11,09846,State,21,FDIC,Commercial Lending
470804,Branch Banking and Trust Company,Sugarloaf Civic Center Branch,6475 Sugarloaf Parkway,Duluth,GA,30097,Gwinnett,215274000,163093000,152258,NM,0,2058,11,09846,State,21,FDIC,Commercial Lending
046306,Branch Banking and Trust Company,Fayetteville Ga Main Branch,675 North Jeff Davis Drive,Fayetteville,GA,30214,Fayette,215274000,163093000,99806,NM,0,736,11,09846,State,21,FDIC,Commercial Lending
289099,Branch Banking and Trust Company,Town Park Branch,676 Chastain Road Nw,Kennesaw,GA,30144,Cobb,215274000,163093000,52915,NM,0,1444,11,09846,State,21,FDIC,Commercial Lending
360139,Branch Banking and Trust Company,Peachtree City Branch,705 Crossings East,Peachtree City,GA,30269,Fayette,215274000,163093000,74977,NM,0,904,11,09846,State,21,FDIC,Commercial Lending
455385,Branch Banking and Trust Company,Stonecrest Branch,8190 Mall Parkway,Lithonia,GA,30038,DeKalb,215274000,163093000,21830,NM,0,1430,11,09846,State,21,FDIC,Commercial Lending
044033,Branch Banking and Trust Company,Douglasville Main Branch,8458 Campbellton Street,Douglasville,GA,30134,Douglas,215274000,163093000,46666,NM,0,1042,11,09846,State,21,FDIC,Commercial Lending
419260,Branch Banking and Trust Company,West Lawrenceville Branch,850 Lawrenceville Suwanee Road,Lawrenceville,GA,30043,Gwinnett,215274000,163093000,46396,NM,0,1448,11,09846,State,21,FDIC,Commercial Lending
433610,Branch Banking and Trust Company,Midtown 855 Peachtree Branch,855 Peachtree Street Ne Ste 1a,Atlanta,GA,30308,Fulton,215274000,163093000,51240,NM,0,1454,11,09846,State,21,FDIC,Commercial Lending
441359,Branch Banking and Trust Company,Stockbridge Branch,991 Eagles Landing Parkway,Stockbridge,GA,30281,Henry,215274000,163093000,86711,NM,0,1386,11,09846,State,21,FDIC,Commercial Lending
359177,First-Citizens Bank & Trust Company,North Point Commons Branch,10865 Haynes Bridge Road,Alpharetta,GA,30022,Fulton,34599352,29483243,85242,NM,0,758,11,11063,State,21,FDIC,Commercial Lending
290557,First-Citizens Bank & Trust Company,Norcross Branch,1725 Indian Trail Road,Norcross,GA,30093,Gwinnett,34599352,29483243,49583,NM,0,747,11,11063,State,21,FDIC,Commercial Lending
294939,First-Citizens Bank & Trust Company,Sugerloaf Branch,2140 Satellite Blvd,Duluth,GA,30097,Gwinnett,34599352,29483243,96245,NM,0,753,11,11063,State,21,FDIC,Commercial Lending
290552,First-Citizens Bank & Trust Company,Shallowford Road Branch,2998 Shallowford Road,Marietta,GA,30066,Cobb,34599352,29483243,50414,NM,0,746,11,11063,State,21,FDIC,Commercial Lending
359033,First-Citizens Bank & Trust Company,Sandy Springs Branch,325 Mount Vernon Highway,Sandy Springs,GA,30328,Fulton,34599352,29483243,44691,NM,0,757,11,11063,State,21,FDIC,Commercial Lending
444349,First-Citizens Bank & Trust Company,Powder Springs Branch,3270 Florence Road,Powder Springs,GA,30127,Cobb,34599352,29483243,51716,NM,0,1006,11,11063,State,21,FDIC,Commercial Lending
358566,First-Citizens Bank & Trust Company,Cumberland Boulevard Branch,3300 Cumberland Boulevard,Atlanta,GA,30339,Cobb,34599352,29483243,82853,NM,0,1002,11,11063,State,21,FDIC,Commercial Lending
359181,First-Citizens Bank & Trust Company,Alpharetta Commons Branch,4195 Old Milton Parkway,Alpharetta,GA,30005,Fulton,34599352,29483243,37000,NM,0,759,11,11063,State,21,FDIC,Commercial Lending
440741,First-Citizens Bank & Trust Company,Atlanta Dunwoody Branch,5571 Chamblee Dunwoody Road,Atlanta,GA,30338,DeKalb,34599352,29483243,33838,NM,0,776,11,11063,State,21,FDIC,Commercial Lending
055107,First-Citizens Bank & Trust Company,Capitol City Bank & Trust Br,"562 Lee Street, S.W.",Atlanta,GA,30310,Fulton,34599352,29483243,35951,NM,0,1020,11,11063,State,21,FDIC,Commercial Lending
431704,First-Citizens Bank & Trust Company,Buckhead Branch,79 West Paces Ferry Road,Atlanta,GA,30305,Fulton,34599352,29483243,39707,NM,0,1005,11,11063,State,21,FDIC,Commercial Lending
521565,First-Citizens Bank & Trust Company,Rivermont Station Branch,8479 Holcomb Bridge Boulevard,Alpharetta,GA,30022,Fulton,34599352,29483243,46904,NM,0,813,11,11063,State,21,FDIC,Commercial Lending
080251,Regions Bank,Alpharetta Branch,11140 State Bridge Road,Alpharetta,GA,30022,Fulton,123716371,99191861,31252,SM,0,2632,11,12368,State,13,FED,Commercial Lending
530770,Regions Bank,Atlanta Midtown Branch,"1180 West Peachtree Street Nw, Suite 160",Atlanta,GA,30309,Fulton,123716371,99191861,214679,SM,0,2700,11,12368,State,13,FED,Commercial Lending
291962,Regions Bank,Henry County Main Branch,120 Keys Ferry Street,Mcdonough,GA,30253,Henry,123716371,99191861,20893,SM,0,2640,11,12368,State,13,FED,Commercial Lending
466981,Regions Bank,Buckhead Branch,121 West Paces Ferry Road Nw,Atlanta,GA,30305,Fulton,123716371,99191861,156783,SM,0,2544,11,12368,State,13,FED,Commercial Lending
001406,Regions Bank,Dunwoody Branch,1457 Mt. Vernon Road,Dunwoody,GA,30338,DeKalb,123716371,99191861,88967,SM,0,423,11,12368,State,13,FED,Commercial Lending
419137,Regions Bank,Ansley Mall Branch,"1544 Piedmont Road, Suite 215",Atlanta,GA,30324,Fulton,123716371,99191861,30230,SM,0,1030,11,12368,State,13,FED,Commercial Lending
452315,Regions Bank,Duluth Branch,1581 Satellite Boulevard,Duluth,GA,30097,Gwinnett,123716371,99191861,52628,SM,0,2636,11,12368,State,13,FED,Commercial Lending
259461,Regions Bank,Austell Branch,1593 Mulkey Road Sw,Austell,GA,30106,Cobb,123716371,99191861,23921,SM,0,494,11,12368,State,13,FED,Commercial Lending
430680,Regions Bank,Vinings Smyrna Branch,1650 Cumberland Parkway Se,Smyrna,GA,30080,Cobb,123716371,99191861,115134,SM,0,2635,11,12368,State,13,FED,Commercial Lending
443616,Regions Bank,Mcdonough Branch,1705 Hwy 20 West,Mcdonough,GA,30253,Henry,123716371,99191861,24021,SM,0,1783,11,12368,State,13,FED,Commercial Lending
419156,Regions Bank,Brookwood Station Branch,"1745 Peachtree Street, Suite D",Atlanta,GA,30309,Fulton,123716371,99191861,237020,SM,0,1031,11,12368,State,13,FED,Commercial Lending
453735,Regions Bank,Snellville Branch,1900 Scenic Highway,Snellville,GA,30078,Gwinnett,123716371,99191861,39856,SM,0,1819,11,12368,State,13,FED,Commercial Lending
227003,Regions Bank,Mountain Crossing Branch,1985 Gravel Springs Road,Dacula,GA,30019,Gwinnett,123716371,99191861,34606,SM,0,868,11,12368,State,13,FED,Commercial Lending
259462,Regions Bank,Macland Branch,2048 Macland Crossing Circle Sw,Marietta,GA,30008,Cobb,123716371,99191861,30193,SM,0,495,11,12368,State,13,FED,Commercial Lending
453739,Regions Bank,Cheshire Bridge Rd Branch,"2419 Cheshire Bridge Road, Ne",Atlanta,GA,30324,Fulton,123716371,99191861,19077,SM,0,1823,11,12368,State,13,FED,Commercial Lending
419136,Regions Bank,East Marietta Branch,2486 Roswell Road Ne,Marietta,GA,30062,Cobb,123716371,99191861,42370,SM,0,1029,11,12368,State,13,FED,Commercial Lending
039103,Regions Bank,East Point Branch,2833 Main Street,East Point,GA,30344,Fulton,123716371,99191861,62725,SM,0,496,11,12368,State,13,FED,Commercial Lending
443605,Regions Bank,Toco Hill Shopping Center Branch,2893 N. Druid Hills Road Ne,Atlanta,GA,30329,DeKalb,123716371,99191861,23054,SM,0,1772,11,12368,State,13,FED,Commercial Lending
045541,Regions Bank,Peachtree City Branch,300 S. Peachtree Parkway,Peachtree City,GA,30269,Fayette,123716371,99191861,74359,SM,0,815,11,12368,State,13,FED,Commercial Lending
226995,Regions Bank,Thomas Cross Roads Branch,3111 Highway 34 E.,Newnan,GA,30265,Coweta,123716371,99191861,32881,SM,0,841,11,12368,State,13,FED,Commercial Lending
286672,Regions Bank,Fayetteville Ga Branch,"320 West Lanier Avenue, Suite 100",Fayetteville,GA,30214,Fayette,123716371,99191861,32850,SM,0,816,11,12368,State,13,FED,Commercial Lending
357758,Regions Bank,Satellite Place Branch,3285 Satellite Boulevard Nw,Duluth,GA,30096,Gwinnett,123716371,99191861,44460,SM,0,936,11,12368,State,13,FED,Commercial Lending
510899,Regions Bank,Camp Creek Parkway Branch,3511 Camp Creek Pkwy,East Point,GA,30344,Fulton,123716371,99191861,11186,SM,0,2664,11,12368,State,13,FED,Commercial Lending
235726,Regions Bank,Lithia Springs Branch,3614 Bankhead Highway,Lithia Springs,GA,30122,Douglas,123716371,99191861,37707,SM,0,467,11,12368,State,13,FED,Commercial Lending
453741,Regions Bank,Lavista Northlake Mall Branch,3880 Lavista Road,Tucker,GA,30084,DeKalb,123716371,99191861,27998,SM,0,1825,11,12368,State,13,FED,Commercial Lending
038778,Regions Bank,Newnan Main Branch,40 Bullsboro Drive,Newnan,GA,30263,Coweta,123716371,99191861,39807,SM,0,813,11,12368,State,13,FED,Commercial Lending
221781,Regions Bank,Shiloh Square Branch,4255 Jiles Road,Kennesaw,GA,30144,Cobb,123716371,99191861,34618,SM,0,807,11,12368,State,13,FED,Commercial Lending
447250,Regions Bank,Stockbridge Branch,4421 North Henry Boulevard,Stockbridge,GA,30281,Henry,123716371,99191861,20091,SM,0,2641,11,12368,State,13,FED,Commercial Lending
283812,Regions Bank,Acworth Branch,4590 Morningside Drive,Acworth,GA,30101,Cobb,123716371,99191861,70598,SM,0,803,11,12368,State,13,FED,Commercial Lending
479808,Regions Bank,Windward Parkway Branch,5570 Windward Parkway,Alpharetta,GA,30004,Fulton,123716371,99191861,31875,SM,0,2620,11,12368,State,13,FED,Commercial Lending
235729,Regions Bank,Fairburn Rd Branch,5871 Fairburn Road,Douglasville,GA,30134,Douglas,123716371,99191861,34012,SM,0,470,11,12368,State,13,FED,Commercial Lending
038792,Regions Bank,Norcross Branch,5935 Buford Highway,Norcross,GA,30071,Gwinnett,123716371,99191861,94615,SM,0,475,11,12368,State,13,FED,Commercial Lending
261379,Regions Bank,Hapeville Branch,600 S. Central Avenue,Hapeville,GA,30354,Fulton,123716371,99191861,36655,SM,0,498,11,12368,State,13,FED,Commercial Lending
235727,Regions Bank,Bill Arp Branch,6104 Central Church Road,Douglasville,GA,30135,Douglas,123716371,99191861,50334,SM,0,468,11,12368,State,13,FED,Commercial Lending
479005,Regions Bank,Morrow Branch,6145 Jonesboro Rd,Morrow,GA,30260,Clayton,123716371,99191861,17145,SM,0,2644,11,12368,State,13,FED,Commercial Lending
453738,Regions Bank,Northpoint Mall Branch,6503 North Point Parkway,Alpharetta,GA,30022,Fulton,123716371,99191861,33246,SM,0,1822,11,12368,State,13,FED,Commercial Lending
010125,Regions Bank,Douglasville Main Branch,6636 Church Street,Douglasville,GA,30134,Douglas,123716371,99191861,48523,SM,0,466,11,12368,State,13,FED,Commercial Lending
032614,Regions Bank,Sandy Springs Main Branch,6637 Roswell Road,Atlanta,GA,30328,Fulton,123716371,99191861,186054,SM,0,417,11,12368,State,13,FED,Commercial Lending
284051,Regions Bank,Roswell Branch,865 Woodstock Road,Roswell,GA,30075,Fulton,123716371,99191861,68587,SM,0,805,11,12368,State,13,FED,Commercial Lending
033125,Regions Bank,Smyrna Ga Main Branch,888 Concord Road Se,Smyrna,GA,30080,Cobb,123716371,99191861,56772,SM,0,493,11,12368,State,13,FED,Commercial Lending
458787,Renasant Bank,Johns Creek Branch,11655 Medlock Bridge Road,Johns Creek,GA,30097,Fulton,8859638,7281495,145223,NM,0,197,11,12437,State,21,FDIC,Commercial Lending
580525,Renasant Bank,Marietta Branch,1320 Johnson Ferry Road,Marietta,GA,30068,Cobb,8859638,7281495,4360,NM,0,202,11,12437,State,21,FDIC,Commercial Lending
457586,Renasant Bank,Dunwoody Branch,1449 Dunwoody Village Parkway,Dunwoody,GA,30338,DeKalb,8859638,7281495,37944,NM,0,200,11,12437,State,21,FDIC,Commercial Lending
490258,Renasant Bank,Alpharetta Branch,275 South Main Street,Alpharetta,GA,30004,Fulton,8859638,7281495,24436,NM,0,105,11,12437,State,21,FDIC,Commercial Lending
461029,Renasant Bank,Peachtree Corners Banking Center,3169 Holcomb Bridge Road,Norcross,GA,30071,Gwinnett,8859638,7281495,76418,NM,0,193,12,12437,State,21,FDIC,Commercial Lending
080039,Renasant Bank,Alpharetta Futurus Branch,5225 Windward Parkway,Alpharetta,GA,30004,Fulton,8859638,7281495,21272,NM,0,98,11,12437,State,21,FDIC,Commercial Lending
498620,Renasant Bank,Duluth Branch,6515 Sugarloaf Parkway,Duluth,GA,30097,Gwinnett,8859638,7281495,42573,NM,0,199,11,12437,State,21,FDIC,Commercial Lending
363549,Renasant Bank,American Trust Bank Branch,880 Holcomb Bridge Road,Roswell,GA,30076,Fulton,8859638,7281495,30030,NM,0,103,11,12437,State,21,FDIC,Commercial Lending
477906,Renasant Bank,Alpharetta Haynes Bridge Village Branch,9925 Haynes Bridge Road,Johns Creek,GA,30022,Fulton,8859638,7281495,82286,NM,0,198,11,12437,State,21,FDIC,Commercial Lending
465440,Pinnacle Bank,Braselton Branch,"6322 Grand Hickory Drive, Suite 300d",Braselton,GA,30517,Gwinnett,846570,739205,60896,NM,0,19,11,14065,State,21,FDIC,Commercial Lending
582120,BankSouth,Forum Branch,3290 Northside Parkway,Atlanta,GA,30327,Fulton,519970,455388,35311,SB,0,10,11,16418,Fed,33,OCC,Commercial Lending
045600,United Community Bank,Ucb Metro Branch,1001 Polk Street,Marietta,GA,30064,Cobb,10817173,8820998,98665,NM,0,20,11,16889,State,21,FDIC,Commercial Lending
288986,United Community Bank,Powder Springs Branch,1220 Richard Sailors Parkway,Powder Springs,GA,30127,Cobb,10817173,8820998,66629,NM,0,23,11,16889,State,21,FDIC,Commercial Lending
419074,United Community Bank,Peachtree City Branch,1500 Commerce Drive,Peachtree City,GA,30269,Fayette,10817173,8820998,41792,NM,0,113,11,16889,State,21,FDIC,Commercial Lending
445004,United Community Bank,Tyrone Branch,1528 North Hwy 74,Tyrone,GA,30290,Fayette,10817173,8820998,38843,NM,0,56,11,16889,State,21,FDIC,Commercial Lending
061818,United Community Bank,Southern National Bank Branch,200 Cherokee Street,Marietta,GA,30090,Cobb,10817173,8820998,116930,NM,0,72,11,16889,State,21,FDIC,Commercial Lending
423181,United Community Bank,Snellville Branch,2168 Scenic Highway,Snellville,GA,30078,Gwinnett,10817173,8820998,66426,NM,0,85,11,16889,State,21,FDIC,Commercial Lending
079494,United Community Bank,First Bank Of The South Branch,2230 Riverside Parkway,Lawrenceville,GA,30043,Gwinnett,10817173,8820998,261902,NM,0,82,11,16889,State,21,FDIC,Commercial Lending
491605,United Community Bank,Sullivan Road Branch,2245 East Highway 34,Newnan,GA,30265,Coweta,10817173,8820998,19391,NM,0,116,11,16889,State,21,FDIC,Commercial Lending
261147,United Community Bank,Embry Hills Branch,3310 Henderson Mill Road,Atlanta,GA,30341,DeKalb,10817173,8820998,59709,NM,0,84,11,16889,State,21,FDIC,Commercial Lending
364222,United Community Bank,Buford Lanier Community Branch,4356 South Lee Street,Buford,GA,30518,Gwinnett,10817173,8820998,60613,NM,0,86,11,16889,State,21,FDIC,Commercial Lending
